fraction	superkingdom	phylum	class	order	family	genus	species
0.15034802784222737	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
0.13466357308584687	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas aeruginosa
0.12529002320185614	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Moraxella	s__Moraxella catarrhalis
0.11368909512761022	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium pseudodiphtheriticum
0.11174013921113689	d__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
0.07192575406032482	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium kefirresidentii
0.03276102088167054	d__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus epidermidis
0.010208816705336427	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A anthracis
0.24937354988399063	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
