Bacillus A anthracis,Bacillus A wiedmannii,Corynebacteriaceae genera,Corynebacterium kefirresidentii,Corynebacterium propinquum,Corynebacterium pseudodiphtheriticum,Corynebacterium spp,Corynebacterium tuberculostearicum,Enterobacter hormaechei,Enterobacteriaceae genera,Shigella spp,Gammaproteobacteria order,Klebsiella pneumoniae,Klebsiella quasipneumoniae,Klebsiella spp,Klebsiella variicola,Laceyella sacchari,Moraxella catarrhalis,Moraxella cuniculi,Moraxella nonliquefaciens,Moraxella spp,Pseudomonas aeruginosa,Pseudomonas spp,Staphylococcus aureus,Staphylococcus capitis,Staphylococcus caprae,Staphylococcus epidermidis,Staphylococcus haemolyticus,Staphylococcus simiae,Staphylococcus spp
0.0,0.0,0.0,0.0,0.0,0.0014354790444866,0.0,0.0003039345729853,7.75890914367541e-05,0.0,0.0,0.0,0.528610174334859,8.18767261120496e-05,0.0,0.0001413560094617,0.0026311195958162,0.100649200185856,0.0,0.0021531393056867,0.0,0.0145883820116854,0.0,0.300728593937934,0.0004224019984154,0.0001026040584692,0.0457862390365657,0.0021941001185601,9.38099717001735e-05,0.0
0.0,0.0,0.0,0.0,0.0,0.0012987007373963,0.0,0.0002772513328592,0.0,0.0,0.0,0.0,0.49532379849666,0.0,0.0,0.0001546440501195,0.0025767069090511,0.0712419874086962,0.0,0.001686719822499,0.0,0.0100169435498858,0.0,0.349075261268639,0.0004053315148891,0.0001374437270943,0.0657885921815608,0.0020166190006502,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0010268307826038,0.0,0.0002454804444269,0.000204040050923,0.0,0.0,0.0,0.551927218050258,0.0,0.0,0.000105995309986,0.0024860448915953,0.0465692115744551,0.0,0.0011491171221897,0.0,0.0111302736911994,0.0,0.327352089925339,0.0006011750859631,0.000162944546214,0.0551423303756494,0.0018972481492155,0.0,0.0
0.0,0.0,0.0,0.0,0.0011005677934747,0.159185769576457,0.0,0.0164569228467571,0.0,0.0,0.0,0.0,0.0404279366563018,0.0,0.0,0.0,0.0,0.124846261649842,0.0,0.0012873790908775,0.0,0.0269568832857043,0.0,0.532915558571089,0.0,0.0,0.0968227205294962,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0010464814743685,0.151700444384481,0.0,0.0135130237940438,0.0,0.0,0.0,0.0,0.0455675961952256,0.0,0.0,0.0,0.0,0.137279545957151,0.0,0.0012126126910245,0.0,0.022195088499247,0.0,0.519055118237298,0.0,0.0,0.108430088767161,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0012544034641772,0.117303631457608,0.0,0.0111606155983243,0.0,0.0,0.0,0.0,0.0684046634969463,0.0,0.0,0.0,0.0,0.170341220777244,0.0,0.0019644077760697,0.0,0.0482422882738778,0.0,0.482571945554216,0.0,0.0,0.0987568236015384,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0010630866371502,0.198650446559902,0.0,0.0117823573265404,0.0,0.0,0.0,0.0,0.0375928788268167,0.0,0.0,0.0,0.0,0.111997078483766,0.0,0.0014828461885033,0.0,0.0229961072710508,0.0,0.530226124200794,0.0,0.0,0.0842090745054783,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0014248176520677,0.206620741191379,0.0,0.0116105637355252,0.0,0.0,0.0,0.0,0.0386171879498621,0.0,0.0,0.0,0.0,0.10042204829975,0.0,0.0011382911401231,0.0,0.0186625820906085,0.0,0.517535690863175,0.0,0.0,0.103968077077508,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.150701155502413,0.0,0.0097021655676312,0.0,0.0,0.0,0.0,0.0568967674382393,0.0,0.0,0.0,0.0,0.124182808302636,0.0,0.0013369181320455,0.0,0.0369105630951685,0.0,0.522467925773115,0.0,0.0,0.0978016961887521,0.0,0.0,0.0
0.015132956655734804,0.0,0.0,0.09589474100122475,0.0,0.118890513256154,0.0,0.0,0.0,0.0,0.0,0.0,0.22256904658421983,0.0,0.0,0.0,0.0,0.07696866727251149,0.0,0.0,0.0,0.2597494962266389,0.0,0.11533446600023718,0.0,0.0,0.09546011300327892,0.0,0.0,0.0
0.013333333333331834,0.0,0.0,0.09742379547689269,0.0,0.11882005899704974,0.0,0.0,0.0,0.0,0.0,0.0,0.22411012782694317,0.0,0.0,0.0,0.0,0.07921337266469983,0.0,0.0,0.0,0.2576991150442494,0.0,0.11437561455260523,0.0,0.0,0.09502458210422808,0.0,0.0,0.0
0.014006943613072066,0.0,0.0,0.09345943573167355,0.0,0.11333253521688852,0.0,0.0,0.0,0.0,0.0,0.0,0.22678478790055465,0.0,0.0,0.0,0.0,0.0769384253162532,0.0,0.0,0.0,0.2651741889141626,0.0,0.11389121672852116,0.0,0.0,0.09641246657887416,0.0,0.0,0.0
0.010693906867243504,0.0,0.0,0.09768165675751109,0.0,0.11875024939148403,0.0,0.0,0.0,0.0,0.0,0.0,0.2267666892781614,0.0,0.0,0.0,0.0,0.07709189577431014,0.0,0.0,0.0,0.2567335700889846,0.0,0.1158772594868521,0.0,0.0,0.09640477235545304,0.0,0.0,0.0
0.00798378926038484,0.0,0.0,0.09373860182370841,0.0,0.11590678824721344,0.0,0.0,0.0,0.0,0.0,0.0,0.2282877406281664,0.0,0.0,0.0,0.0,0.0773657548125632,0.0,0.0,0.0,0.2631408308004062,0.0,0.11566362715298915,0.0,0.0,0.09791286727456873,0.0,0.0,0.0
0.028222390654955496,0.007980739221543453,0.0,0.09790895715368497,0.0,0.11748183155735878,0.0,0.0,0.0,0.0,0.0,0.0,0.2037540683935977,0.0,0.0,0.0,0.0,0.08199206384591376,0.0,0.0,0.0,0.27000757947300386,0.0,0.12510588969637526,0.0,0.0,0.06754648000356671,0.0,0.0,0.0
0.020241461334769367,0.0,0.0,0.09855931062340112,0.0,0.11960863516000177,0.0,0.0,0.0,0.0,0.0,0.0,0.21816794578340287,0.0,0.0,0.0,0.0,0.0825366904537497,0.0,0.0,0.0,0.2633634037969572,0.0,0.12530855886181058,0.0,0.0,0.07221399398590729,0.0,0.0,0.0
0.024414763751256535,0.006271243238067885,0.0,0.09952606635071096,0.0,0.11091962276796394,0.0,0.0,0.0,0.0,0.0,0.0,0.21398822346689644,0.0,0.0,0.0,0.0,0.0877974053329504,0.0,0.0,0.0,0.2814878644262531,0.0,0.12422806261668824,0.0,0.0,0.05136674804921237,0.0,0.0,0.0
0.022474722194413693,0.005255781359495388,0.0,0.10676744418860745,0.0,0.13279607568325164,0.0,0.0,0.0,0.0,0.0,0.0,0.22234457903694077,0.0,0.0,0.0,0.0,0.09210131144258688,0.0,0.0,0.0,0.2164881369506459,0.0,0.13925317849634603,0.0,0.0,0.06251877064771241,0.0,0.0,0.0
0.01751554280248674,0.0,0.0,0.1203371592539455,0.0,0.1551889048302247,0.0,0.0,0.0,0.0,0.0,0.0,0.20498565279770442,0.0,0.0,0.0,0.0,0.10909851745576282,0.0,0.0,0.0,0.182508369201339,0.0,0.1496293639406983,0.0,0.0,0.06073648971783825,0.0,0.0,0.0
0.0191287258434326,0.005109728136259287,0.0,0.10579757615460204,0.0,0.13946937438585,0.0,0.0,0.0,0.0,0.0,0.0,0.2125122830003276,0.0,0.0,0.0,0.0,0.11765476580412712,0.0,0.0,0.0,0.20537176547658045,0.0,0.1440550278414674,0.0,0.0,0.0509007533573534,0.0,0.0,0.0
